CoC_id,CoC_number,CoC_name,county_name(s),FIPS_state_county_codes,state,region_name,division_name,region_id,division_id,year,cannabis_legal_med,cannabis_legal_rec,first_treated,overall_homeless_per10k,sheltered_total_homeless_per10k,unsheltered_homeless_per10k,pop_dens,shelter_beds_per10k,all_ages_in_poverty_percent_cnty_avg,total_jail_dis_per10k,total_jail_pop_per10k,total_jail_adm_per10k,total_prison_pop_per10k,total_prison_adm_per10k,avg_low_temp_cnty_avg,median_household_income,med_rent
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2007,1,0,2014,34.93644007,30.20172745,4.734712617,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2008,1,0,2014,36.33406025,32.71130938,3.622750875,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2009,1,0,2014,44.04245039,38.58494075,5.457509638,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2010,1,0,2014,41.96924755,37.94620027,4.023047288,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2011,1,0,2014,41.29608244,36.53504596,4.761036488,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2012,1,0,2014,38.45986192,36.78332042,1.676541496,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2013,1,0,2014,37.25656224,35.52987664,1.726685594,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2014,1,1,2014,34.10829969,32.34120303,1.76709666,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2015,1,1,2014,40.58962478,34.57510257,6.014522215,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2016,1,1,2014,37.17834841,29.10341301,8.074935401,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2017,1,1,2014,38.33292554,33.06554658,5.267378952,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AK-500,2500,Anchorage CoC,Anchorage Municipality,2020,AK,West,Pacific,4,9,2018,1,1,2014,37.52512537,34.30084586,3.224279511,171.7161199,33.49074842,8.74,,,,,166.527739,13.09166667,75781,1381.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2007,0,0,0,21.11008548,12.44130513,8.668780351,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2008,0,0,0,20.91395161,12.32571293,8.588238685,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2009,0,0,0,22.40645085,10.53783368,11.86861717,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2010,0,0,0,22.32669066,10.50032218,11.82636848,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2011,0,0,0,19.11335592,10.03696229,9.076393633,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2012,0,0,0,16.67133829,9.85435286,6.816985427,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2013,0,0,0,14.27272268,9.327306857,4.945415823,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2014,0,0,0,12.87377789,8.863436243,4.010341644,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2015,0,0,0,11.12844132,8.840982005,2.287459318,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2016,0,0,0,11.81710054,9.930983514,1.886117024,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2017,0,0,0,10.48353883,8.400271497,2.083267331,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2018,0,0,0,8.630789023,6.53296128,2.097827742,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2019,0,0,0,9.569373323,6.389336928,3.180036395,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-500,1500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC","Bibb County, Blount County, Jefferson County, St. Clair County, Shelby County","1007, 1009, 1073, 1115, 1117",AL,South,East South Central,3,6,2020,0,0,0,8.271996512,5.862582433,2.409414078,270.3442774,11.04285569,15.06,,23.53121048,,55.30695804,24.34998888,32.28714286,45567,961.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2007,0,0,0,11.22606245,7.091965495,4.134096959,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2008,0,0,0,8.956912805,5.828830661,3.128082144,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2009,0,0,0,12.63104498,6.949611092,5.681433886,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2010,0,0,0,14.80475496,8.081417769,6.72333719,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2011,0,0,0,11.97101614,6.78579884,5.185217296,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2012,0,0,0,10.49555925,5.363661195,5.131898057,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2013,0,0,0,8.0939622,4.268621038,3.825341161,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2014,0,0,0,9.742920497,7.510846738,2.232073759,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2015,0,0,0,9.353810302,5.890634862,3.463175441,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2016,0,0,0,9.996614309,6.20977486,3.786839449,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2017,0,0,0,9.66300663,5.437434424,4.225572206,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2018,0,0,0,8.721404162,5.033405669,3.687998493,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2019,0,0,0,8.326751627,4.996050976,3.330700651,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-501,1501,Mobile City & County/Baldwin County CoC,"Baldwin County, Mobile County","1003, 1097",AL,South,East South Central,3,6,2020,0,0,0,10.40431738,4.402460761,6.001856618,215.2161107,7.068107096,15.98181818,635.9744783,25.86444027,535.6139841,62.79815016,30.36351699,40.05,46284.5,983.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2007,0,0,0,18.20142452,8.997685328,9.203739191,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2008,0,0,0,16.97630816,12.13567411,4.840634055,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2009,0,0,0,19.12189014,14.49452883,4.627361315,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2010,0,0,0,11.54412913,11.000876,0.543253136,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2011,0,0,0,16.58273357,15.90311334,0.679620228,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2012,0,0,0,13.04028906,12.76861637,0.271672689,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2013,0,0,0,15.1454438,13.37960731,1.765836497,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2014,0,0,0,14.17131698,12.81521009,1.356106888,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2015,0,0,0,16.68403168,14.57299094,2.111040743,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2016,0,0,0,22.95265079,19.47910423,3.473546559,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2017,0,0,0,10.53704963,9.041468389,1.495581237,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2018,0,0,0,17.39733196,15.90224874,1.495083215,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2019,0,0,0,26.53816449,12.86080279,13.6773617,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-502,1502,Florence/Northwest Alabama CoC,"Colbert County, Lauderdale County","1033, 1077",AL,South,East South Central,3,6,2020,0,0,0,14.63001376,11.84010416,2.7899096,116.7261054,16.89371144,16.45909091,113.2306384,27.10822355,474.1532983,39.73645978,22.29844499,29.625,42089.5,746.25
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2007,0,0,0,109.1200715,99.39129406,9.728777461,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2008,0,0,0,90.56890975,80.80167438,9.767235365,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2009,0,0,0,81.64670585,70.58013427,11.06657158,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2010,0,0,0,98.46945523,77.54920467,20.92025056,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2011,0,0,0,76.68747516,56.22968834,20.45778682,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2012,0,0,0,69.52000275,49.47716835,20.0428344,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2013,0,0,0,65.90934653,46.00157463,19.9077719,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2014,0,0,0,59.16375999,55.07969447,4.084065522,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2015,0,0,0,45.8660493,38.9861419,6.879907394,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2016,0,0,0,41.46874764,32.09788779,9.370859857,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2017,0,0,0,46.34550789,35.82210128,10.52340661,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2018,0,0,0,44.08675942,32.0252875,12.06147192,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2019,0,0,0,53.20999216,43.23311863,9.976873531,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-503,1503,Huntsville/North Alabama CoC,Limestone County,1083,AL,South,East South Central,3,6,2020,0,0,0,64.33363277,46.55874314,17.77488962,155.9958259,69.68935294,13.29090909,515.393201,25.23408277,521.3861452,25.87991069,14.78161933,30.2,51175,864
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2007,0,0,0,12.34467636,8.960719023,3.383957335,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2008,0,0,0,11.99192976,8.831894212,3.160035544,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2009,0,0,0,10.13822406,7.072554187,3.065669876,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2010,0,0,0,11.83589689,7.837283075,3.998613814,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2011,0,0,0,11.53055464,7.642653998,3.88790064,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2012,0,0,0,12.99130889,9.149936244,3.84137265,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2013,0,0,0,13.76563669,10.66502726,3.10060943,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2014,0,0,0,13.11956475,10.95082037,2.168744377,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2015,0,0,0,11.81168795,9.99038459,1.821303357,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2016,0,0,0,9.817296632,7.837787229,1.979509403,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2017,0,0,0,10.07908203,8.394779196,1.684302832,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2018,0,0,0,9.886797508,8.038046755,1.848750754,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2019,0,0,0,8.841095376,7.313997084,1.527098292,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-504,1504,Montgomery City & County CoC,"Autauga County, Elmore County, Lowndes County, Montgomery County","1001, 1051, 1085, 1101",AL,South,East South Central,3,6,2020,0,0,0,9.403710536,7.36757948,2.036131056,137.6823743,10.88018093,19.15,538.5108105,35.87904413,549.9236851,70.34353197,24.04756716,34.76071429,48107,945.75
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2007,0,0,0,11.45409219,10.01029906,1.443793133,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2008,0,0,0,28.5972017,25.14250619,3.454695507,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2009,0,0,0,41.53915521,29.45154884,12.08760637,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2010,0,0,0,35.42195204,28.14609162,7.275860418,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2011,0,0,0,47.43287529,33.82586864,13.60700665,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2012,0,0,0,52.1707441,40.66249173,11.50825238,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2013,0,0,0,38.40859428,31.67024441,6.738349874,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2014,0,0,0,42.3569004,35.58753276,6.769367644,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2015,0,0,0,15.14518995,9.999708746,5.1454812,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2016,0,0,0,16.23739657,8.847922683,7.389473889,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2017,0,0,0,15.83492816,10.00612025,5.828807912,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
AL-505,1505,Gadsden/Northeast Alabama CoC,Etowah County,1055,AL,South,East South Central,3,6,2018,0,0,0,14.24376348,8.390162047,5.853601428,194.1329588,24.39045302,18.88181818,630.576427,77.60281239,657.963164,79.89698968,41.40152892,32,39904,746.25
